Dataset,N,Node,H_norm,max_prob,tau_v,Decision,tau_max_dynamic,tau_min_dynamic
Cora,2708,1502,0.056894,0.983141,0.978282,Keep original,0.989661,0.789661
Cora,2708,1503,0.125091,0.957715,0.964643,Accept refinement,0.989661,0.789661
Cora,2708,1504,0.099609,0.966789,0.969739,Accept refinement,0.989661,0.789661
Cora,2708,1505,0.008007,0.9982,0.98806,Keep original,0.989661,0.789661
Cora,2708,1506,0.514627,0.613817,0.886736,Accept refinement,0.989661,0.789661
Cora,2708,1507,0.178244,0.930605,0.954012,Accept refinement,0.989661,0.789661
Cora,2708,1508,0.452328,0.780965,0.899195,Accept refinement,0.989661,0.789661
Cora,2708,1509,0.058146,0.982685,0.978032,Keep original,0.989661,0.789661
Cora,2708,1510,0.032974,0.991176,0.983066,Keep original,0.989661,0.789661
Cora,2708,1511,0.856746,0.322501,0.818312,Accept refinement,0.989661,0.789661
Cora,2708,1512,0.735952,0.414162,0.842471,Accept refinement,0.989661,0.789661
Cora,2708,1513,0.349454,0.820039,0.91977,Accept refinement,0.989661,0.789661
Cora,2708,1514,0.499369,0.747933,0.889787,Accept refinement,0.989661,0.789661
Cora,2708,1515,0.427861,0.807329,0.904089,Accept refinement,0.989661,0.789661
Cora,2708,1516,0.167799,0.929462,0.956101,Accept refinement,0.989661,0.789661
Cora,2708,1517,0.348629,0.837948,0.919935,Accept refinement,0.989661,0.789661
Cora,2708,1518,0.758232,0.44664,0.838015,Accept refinement,0.989661,0.789661
Cora,2708,1519,0.601492,0.647274,0.869362,Accept refinement,0.989661,0.789661
Cora,2708,1520,0.012846,0.997058,0.987092,Keep original,0.989661,0.789661
Cora,2708,1521,0.021707,0.994658,0.98532,Keep original,0.989661,0.789661
Cora,2708,1522,0.089282,0.971688,0.971804,Accept refinement,0.989661,0.789661
Cora,2708,1523,0.403738,0.801974,0.908913,Accept refinement,0.989661,0.789661
Cora,2708,1524,0.187864,0.930985,0.952088,Accept refinement,0.989661,0.789661
Cora,2708,1525,0.555996,0.670075,0.878462,Accept refinement,0.989661,0.789661
Cora,2708,1526,0.583215,0.69461,0.873018,Accept refinement,0.989661,0.789661
Cora,2708,1527,0.250372,0.889799,0.939587,Accept refinement,0.989661,0.789661
Cora,2708,1528,0.270935,0.882269,0.935474,Accept refinement,0.989661,0.789661
Cora,2708,1529,0.186917,0.913898,0.952278,Accept refinement,0.989661,0.789661
Cora,2708,1530,0.042023,0.988679,0.981256,Keep original,0.989661,0.789661
Cora,2708,1531,0.578076,0.566568,0.874046,Accept refinement,0.989661,0.789661
Cora,2708,1532,0.034265,0.990039,0.982808,Keep original,0.989661,0.789661
Cora,2708,1533,0.145233,0.944544,0.960615,Accept refinement,0.989661,0.789661
Cora,2708,1534,0.035393,0.990546,0.982582,Keep original,0.989661,0.789661
Cora,2708,1535,0.297635,0.840689,0.930134,Accept refinement,0.989661,0.789661
Cora,2708,1536,0.529576,0.547897,0.883746,Accept refinement,0.989661,0.789661
Cora,2708,1537,0.040545,0.988854,0.981552,Keep original,0.989661,0.789661
Cora,2708,1538,0.207297,0.910299,0.948202,Accept refinement,0.989661,0.789661
Cora,2708,1539,0.206944,0.921751,0.948272,Accept refinement,0.989661,0.789661
Cora,2708,1540,0.079949,0.975678,0.973671,Keep original,0.989661,0.789661
Cora,2708,1541,0.524892,0.685031,0.884683,Accept refinement,0.989661,0.789661
Cora,2708,1542,0.007495,0.998143,0.988162,Keep original,0.989661,0.789661
Cora,2708,1543,0.018038,0.995668,0.986053,Keep original,0.989661,0.789661
Cora,2708,1544,0.335858,0.833868,0.922489,Accept refinement,0.989661,0.789661
Cora,2708,1545,0.132615,0.954359,0.963138,Accept refinement,0.989661,0.789661
Cora,2708,1546,0.23768,0.880472,0.942125,Accept refinement,0.989661,0.789661
Cora,2708,1547,0.348617,0.804819,0.919938,Accept refinement,0.989661,0.789661
Cora,2708,1548,0.293085,0.873214,0.931044,Accept refinement,0.989661,0.789661
Cora,2708,1549,0.028684,0.992579,0.983924,Keep original,0.989661,0.789661
Cora,2708,1550,0.467985,0.77404,0.896064,Accept refinement,0.989661,0.789661
Cora,2708,1551,0.304389,0.869062,0.928783,Accept refinement,0.989661,0.789661
Cora,2708,1552,0.037028,0.989974,0.982255,Keep original,0.989661,0.789661
Cora,2708,1553,0.026553,0.993124,0.98435,Keep original,0.989661,0.789661
Cora,2708,1554,0.327502,0.846594,0.924161,Accept refinement,0.989661,0.789661
Cora,2708,1555,0.007307,0.998385,0.9882,Keep original,0.989661,0.789661
Cora,2708,1556,0.602641,0.549082,0.869133,Accept refinement,0.989661,0.789661
Cora,2708,1557,0.361963,0.783887,0.917268,Accept refinement,0.989661,0.789661
Cora,2708,1558,0.446642,0.679629,0.900333,Accept refinement,0.989661,0.789661
Cora,2708,1559,0.228807,0.908876,0.9439,Accept refinement,0.989661,0.789661
Cora,2708,1560,0.056952,0.983329,0.978271,Keep original,0.989661,0.789661
Cora,2708,1561,0.329089,0.862099,0.923843,Accept refinement,0.989661,0.789661
Cora,2708,1562,0.126231,0.958136,0.964415,Accept refinement,0.989661,0.789661
Cora,2708,1563,0.001349,0.999755,0.989391,Keep original,0.989661,0.789661
Cora,2708,1564,0.115852,0.961528,0.966491,Accept refinement,0.989661,0.789661
Cora,2708,1565,0.272239,0.89274,0.935213,Accept refinement,0.989661,0.789661
Cora,2708,1566,0.128451,0.955886,0.963971,Accept refinement,0.989661,0.789661
Cora,2708,1567,0.276745,0.889799,0.934312,Accept refinement,0.989661,0.789661
Cora,2708,1568,0.368209,0.83772,0.916019,Accept refinement,0.989661,0.789661
Cora,2708,1569,0.306812,0.857338,0.928299,Accept refinement,0.989661,0.789661
Cora,2708,1570,0.798513,0.303534,0.829958,Accept refinement,0.989661,0.789661
Cora,2708,1571,0.359539,0.834049,0.917753,Accept refinement,0.989661,0.789661
Cora,2708,1572,0.164752,0.941908,0.956711,Accept refinement,0.989661,0.789661
Cora,2708,1573,0.057116,0.982197,0.978238,Keep original,0.989661,0.789661
Cora,2708,1574,0.87785,0.288748,0.814091,Accept refinement,0.989661,0.789661
Cora,2708,1575,0.232784,0.90239,0.943104,Accept refinement,0.989661,0.789661
Cora,2708,1576,0.317816,0.866557,0.926098,Accept refinement,0.989661,0.789661
Cora,2708,1577,0.071842,0.976887,0.975293,Keep original,0.989661,0.789661
Cora,2708,1578,0.601791,0.642781,0.869303,Accept refinement,0.989661,0.789661
Cora,2708,1579,0.006698,0.998542,0.988321,Keep original,0.989661,0.789661
Cora,2708,1580,0.28066,0.854263,0.933529,Accept refinement,0.989661,0.789661
Cora,2708,1581,0.116322,0.960322,0.966397,Accept refinement,0.989661,0.789661
Cora,2708,1582,0.020792,0.994607,0.985503,Keep original,0.989661,0.789661
Cora,2708,1583,0.699134,0.582445,0.849834,Accept refinement,0.989661,0.789661
Cora,2708,1584,0.331551,0.860294,0.923351,Accept refinement,0.989661,0.789661
Cora,2708,1585,0.02285,0.994335,0.985091,Keep original,0.989661,0.789661
Cora,2708,1586,0.219997,0.90567,0.945662,Accept refinement,0.989661,0.789661
Cora,2708,1587,0.828501,0.36683,0.823961,Accept refinement,0.989661,0.789661
Cora,2708,1588,0.011967,0.99726,0.987268,Keep original,0.989661,0.789661
Cora,2708,1589,0.022022,0.994458,0.985256,Keep original,0.989661,0.789661
Cora,2708,1590,0.081006,0.973884,0.97346,Keep original,0.989661,0.789661
Cora,2708,1591,0.069293,0.976841,0.975802,Keep original,0.989661,0.789661
Cora,2708,1592,0.297855,0.869686,0.93009,Accept refinement,0.989661,0.789661
Cora,2708,1593,0.127181,0.948438,0.964225,Accept refinement,0.989661,0.789661
Cora,2708,1594,0.005015,0.99898,0.988658,Keep original,0.989661,0.789661
Cora,2708,1595,0.129797,0.955399,0.963702,Accept refinement,0.989661,0.789661
Cora,2708,1596,0.021238,0.994689,0.985413,Keep original,0.989661,0.789661
Cora,2708,1597,0.637852,0.530464,0.862091,Accept refinement,0.989661,0.789661
Cora,2708,1598,0.071178,0.978604,0.975425,Keep original,0.989661,0.789661
Cora,2708,1599,0.01035,0.997621,0.987591,Keep original,0.989661,0.789661
Cora,2708,1600,0.708957,0.434627,0.84787,Accept refinement,0.989661,0.789661
Cora,2708,1601,0.373944,0.835127,0.914872,Accept refinement,0.989661,0.789661
Cora,2708,1602,0.001704,0.999692,0.98932,Keep original,0.989661,0.789661
Cora,2708,1603,0.85951,0.431109,0.817759,Accept refinement,0.989661,0.789661
Cora,2708,1604,0.034335,0.990904,0.982794,Keep original,0.989661,0.789661
Cora,2708,1605,0.148028,0.945586,0.960055,Accept refinement,0.989661,0.789661
Cora,2708,1606,0.111183,0.964037,0.967424,Accept refinement,0.989661,0.789661
Cora,2708,1607,0.125328,0.956331,0.964595,Accept refinement,0.989661,0.789661
Cora,2708,1608,0.70178,0.491278,0.849305,Accept refinement,0.989661,0.789661
Cora,2708,1609,0.734851,0.550172,0.842691,Accept refinement,0.989661,0.789661
Cora,2708,1610,0.175982,0.913046,0.954465,Accept refinement,0.989661,0.789661
Cora,2708,1611,0.827859,0.354147,0.824089,Accept refinement,0.989661,0.789661
Cora,2708,1612,0.022437,0.994438,0.985174,Keep original,0.989661,0.789661
Cora,2708,1613,0.08079,0.974654,0.973503,Keep original,0.989661,0.789661
Cora,2708,1614,0.459527,0.562769,0.897756,Accept refinement,0.989661,0.789661
Cora,2708,1615,0.127982,0.955969,0.964065,Accept refinement,0.989661,0.789661
Cora,2708,1616,0.012334,0.997121,0.987194,Keep original,0.989661,0.789661
Cora,2708,1617,0.673486,0.586518,0.854964,Accept refinement,0.989661,0.789661
Cora,2708,1618,0.203695,0.914378,0.948922,Accept refinement,0.989661,0.789661
Cora,2708,1619,0.079556,0.975666,0.97375,Keep original,0.989661,0.789661
Cora,2708,1620,0.455242,0.634413,0.898613,Accept refinement,0.989661,0.789661
Cora,2708,1621,0.859287,0.31279,0.817804,Accept refinement,0.989661,0.789661
Cora,2708,1622,0.548774,0.700802,0.879906,Accept refinement,0.989661,0.789661
Cora,2708,1623,6.1e-05,0.999992,0.989649,Keep original,0.989661,0.789661
Cora,2708,1624,0.006356,0.998576,0.98839,Keep original,0.989661,0.789661
Cora,2708,1625,0.682496,0.5819,0.853162,Accept refinement,0.989661,0.789661
Cora,2708,1626,0.651629,0.488281,0.859335,Accept refinement,0.989661,0.789661
Cora,2708,1627,0.101293,0.965216,0.969402,Accept refinement,0.989661,0.789661
Cora,2708,1628,0.001655,0.99969,0.98933,Keep original,0.989661,0.789661
Cora,2708,1629,0.012711,0.99703,0.987119,Keep original,0.989661,0.789661
Cora,2708,1630,0.129061,0.955421,0.963849,Accept refinement,0.989661,0.789661
Cora,2708,1631,0.296512,0.879055,0.930359,Accept refinement,0.989661,0.789661
Cora,2708,1632,0.079231,0.975979,0.973815,Keep original,0.989661,0.789661
Cora,2708,1633,0.780994,0.436464,0.833462,Accept refinement,0.989661,0.789661
Cora,2708,1634,0.016937,0.995596,0.986274,Keep original,0.989661,0.789661
Cora,2708,1635,0.608981,0.5343,0.867865,Accept refinement,0.989661,0.789661
Cora,2708,1636,0.006991,0.99848,0.988263,Keep original,0.989661,0.789661
Cora,2708,1637,0.828629,0.356519,0.823935,Accept refinement,0.989661,0.789661
Cora,2708,1638,0.251734,0.898558,0.939314,Accept refinement,0.989661,0.789661
Cora,2708,1639,0.410452,0.782825,0.907571,Accept refinement,0.989661,0.789661
Cora,2708,1640,0.109226,0.964609,0.967816,Accept refinement,0.989661,0.789661
Cora,2708,1641,0.342086,0.82944,0.921244,Accept refinement,0.989661,0.789661
Cora,2708,1642,0.021768,0.994221,0.985307,Keep original,0.989661,0.789661
Cora,2708,1643,0.06137,0.981194,0.977387,Keep original,0.989661,0.789661
Cora,2708,1644,0.442177,0.784503,0.901226,Accept refinement,0.989661,0.789661
Cora,2708,1645,0.375284,0.776786,0.914604,Accept refinement,0.989661,0.789661
Cora,2708,1646,0.081665,0.975231,0.973328,Keep original,0.989661,0.789661
Cora,2708,1647,0.021705,0.994275,0.98532,Keep original,0.989661,0.789661
Cora,2708,1648,0.521368,0.60506,0.885387,Accept refinement,0.989661,0.789661
Cora,2708,1649,0.319987,0.853413,0.925664,Accept refinement,0.989661,0.789661
Cora,2708,1650,0.004164,0.999134,0.988828,Keep original,0.989661,0.789661
Cora,2708,1651,0.300071,0.87226,0.929647,Accept refinement,0.989661,0.789661
Cora,2708,1652,0.629799,0.627431,0.863701,Accept refinement,0.989661,0.789661
Cora,2708,1653,0.007986,0.99828,0.988064,Keep original,0.989661,0.789661
Cora,2708,1654,0.146943,0.944033,0.960272,Accept refinement,0.989661,0.789661
Cora,2708,1655,0.114678,0.960785,0.966725,Accept refinement,0.989661,0.789661
Cora,2708,1656,0.320534,0.86613,0.925554,Accept refinement,0.989661,0.789661
Cora,2708,1657,0.38668,0.818604,0.912325,Accept refinement,0.989661,0.789661
Cora,2708,1658,0.571431,0.683944,0.875375,Accept refinement,0.989661,0.789661
Cora,2708,1659,0.021975,0.994489,0.985266,Keep original,0.989661,0.789661
Cora,2708,1660,0.827605,0.358328,0.82414,Accept refinement,0.989661,0.789661
Cora,2708,1661,0.842244,0.394895,0.821212,Accept refinement,0.989661,0.789661
Cora,2708,1662,0.102377,0.956483,0.969186,Accept refinement,0.989661,0.789661
Cora,2708,1663,0.835572,0.410177,0.822547,Accept refinement,0.989661,0.789661
Cora,2708,1664,0.291314,0.875934,0.931398,Accept refinement,0.989661,0.789661
Cora,2708,1665,0.074949,0.975625,0.974671,Keep original,0.989661,0.789661
Cora,2708,1666,0.327294,0.704365,0.924202,Accept refinement,0.989661,0.789661
Cora,2708,1667,0.225129,0.906485,0.944635,Accept refinement,0.989661,0.789661
Cora,2708,1668,0.677816,0.423166,0.854098,Accept refinement,0.989661,0.789661
Cora,2708,1669,0.116535,0.959934,0.966354,Accept refinement,0.989661,0.789661
Cora,2708,1670,0.141756,0.951269,0.96131,Accept refinement,0.989661,0.789661
Cora,2708,1671,0.563134,0.445228,0.877034,Accept refinement,0.989661,0.789661
Cora,2708,1672,0.58313,0.634146,0.873035,Accept refinement,0.989661,0.789661
Cora,2708,1673,0.828009,0.336806,0.824059,Accept refinement,0.989661,0.789661
Cora,2708,1674,0.018848,0.99519,0.985891,Keep original,0.989661,0.789661
Cora,2708,1675,0.101178,0.966859,0.969425,Accept refinement,0.989661,0.789661
Cora,2708,1676,0.042383,0.988297,0.981184,Keep original,0.989661,0.789661
Cora,2708,1677,0.417569,0.7982,0.906147,Accept refinement,0.989661,0.789661
Cora,2708,1678,0.50912,0.625997,0.887837,Accept refinement,0.989661,0.789661
Cora,2708,1679,0.023904,0.993834,0.98488,Keep original,0.989661,0.789661
Cora,2708,1680,0.019823,0.995195,0.985696,Keep original,0.989661,0.789661
Cora,2708,1681,0.689898,0.455172,0.851681,Accept refinement,0.989661,0.789661
Cora,2708,1682,0.701015,0.41962,0.849458,Accept refinement,0.989661,0.789661
Cora,2708,1683,0.118032,0.959735,0.966055,Accept refinement,0.989661,0.789661
Cora,2708,1684,0.287823,0.858039,0.932096,Accept refinement,0.989661,0.789661
Cora,2708,1685,0.445038,0.747134,0.900653,Accept refinement,0.989661,0.789661
Cora,2708,1686,0.368995,0.8104,0.915862,Accept refinement,0.989661,0.789661
Cora,2708,1687,0.006423,0.998648,0.988376,Keep original,0.989661,0.789661
Cora,2708,1688,0.657562,0.357506,0.858148,Accept refinement,0.989661,0.789661
Cora,2708,1689,0.100584,0.967738,0.969544,Accept refinement,0.989661,0.789661
Cora,2708,1690,0.403748,0.811124,0.908911,Accept refinement,0.989661,0.789661
Cora,2708,1691,0.342547,0.852734,0.921152,Accept refinement,0.989661,0.789661
Cora,2708,1692,0.053375,0.982605,0.978986,Keep original,0.989661,0.789661
Cora,2708,1693,0.032074,0.991553,0.983246,Keep original,0.989661,0.789661
Cora,2708,1694,0.489955,0.690452,0.89167,Accept refinement,0.989661,0.789661
Cora,2708,1695,0.330288,0.854356,0.923603,Accept refinement,0.989661,0.789661
Cora,2708,1696,0.654711,0.604732,0.858719,Accept refinement,0.989661,0.789661
Cora,2708,1697,0.632707,0.53805,0.86312,Accept refinement,0.989661,0.789661
Cora,2708,1698,0.081572,0.974372,0.973347,Keep original,0.989661,0.789661
Cora,2708,1699,0.067852,0.979319,0.976091,Keep original,0.989661,0.789661
Cora,2708,1700,0.690583,0.576678,0.851544,Accept refinement,0.989661,0.789661
Cora,2708,1701,7e-05,0.99999,0.989647,Keep original,0.989661,0.789661
Cora,2708,1702,0.011831,0.99717,0.987295,Keep original,0.989661,0.789661
Cora,2708,1703,0.003684,0.999216,0.988924,Keep original,0.989661,0.789661
Cora,2708,1704,0.47694,0.760735,0.894273,Accept refinement,0.989661,0.789661
Cora,2708,1705,0.040024,0.988311,0.981656,Keep original,0.989661,0.789661
Cora,2708,1706,0.192787,0.918325,0.951104,Accept refinement,0.989661,0.789661
Cora,2708,1707,0.131309,0.955807,0.963399,Accept refinement,0.989661,0.789661
Cora,2708,1708,0.553554,0.702398,0.87895,Accept refinement,0.989661,0.789661
Cora,2708,1709,0.068022,0.979957,0.976057,Keep original,0.989661,0.789661
Cora,2708,1710,0.425885,0.794846,0.904484,Accept refinement,0.989661,0.789661
Cora,2708,1711,0.017943,0.995632,0.986072,Keep original,0.989661,0.789661
Cora,2708,1712,0.126848,0.957198,0.964291,Accept refinement,0.989661,0.789661
Cora,2708,1713,0.80336,0.469535,0.828989,Accept refinement,0.989661,0.789661
Cora,2708,1714,0.052084,0.985361,0.979244,Keep original,0.989661,0.789661
Cora,2708,1715,0.016255,0.99619,0.98641,Keep original,0.989661,0.789661
Cora,2708,1716,0.09119,0.971683,0.971423,Keep original,0.989661,0.789661
Cora,2708,1717,0.029003,0.992488,0.98386,Keep original,0.989661,0.789661
Cora,2708,1718,0.02976,0.992305,0.983709,Keep original,0.989661,0.789661
Cora,2708,1719,0.05642,0.984038,0.978377,Keep original,0.989661,0.789661
Cora,2708,1720,0.05642,0.984038,0.978377,Keep original,0.989661,0.789661
Cora,2708,1721,0.005991,0.998727,0.988463,Keep original,0.989661,0.789661
Cora,2708,1722,0.308437,0.856027,0.927974,Accept refinement,0.989661,0.789661
Cora,2708,1723,0.031413,0.991565,0.983378,Keep original,0.989661,0.789661
Cora,2708,1724,0.11734,0.954244,0.966193,Accept refinement,0.989661,0.789661
Cora,2708,1725,0.022186,0.994337,0.985224,Keep original,0.989661,0.789661
Cora,2708,1726,0.289101,0.862617,0.931841,Accept refinement,0.989661,0.789661
Cora,2708,1727,0.094286,0.970195,0.970804,Accept refinement,0.989661,0.789661
Cora,2708,1728,0.678539,0.509006,0.853953,Accept refinement,0.989661,0.789661
Cora,2708,1729,0.605296,0.647716,0.868602,Accept refinement,0.989661,0.789661
Cora,2708,1730,0.095975,0.96975,0.970466,Accept refinement,0.989661,0.789661
Cora,2708,1731,0.023349,0.994152,0.984991,Keep original,0.989661,0.789661
Cora,2708,1732,0.764924,0.469516,0.836676,Accept refinement,0.989661,0.789661
Cora,2708,1733,0.663517,0.466733,0.856957,Accept refinement,0.989661,0.789661
Cora,2708,1734,0.152793,0.946964,0.959102,Accept refinement,0.989661,0.789661
Cora,2708,1735,0.505106,0.557111,0.88864,Accept refinement,0.989661,0.789661
Cora,2708,1736,0.019699,0.995023,0.985721,Keep original,0.989661,0.789661
Cora,2708,1737,0.001174,0.999792,0.989426,Keep original,0.989661,0.789661
Cora,2708,1738,0.017029,0.995991,0.986255,Keep original,0.989661,0.789661
Cora,2708,1739,0.006937,0.998535,0.988274,Keep original,0.989661,0.789661
Cora,2708,1740,0.064253,0.97766,0.97681,Keep original,0.989661,0.789661
Cora,2708,1741,0.784403,0.474044,0.83278,Accept refinement,0.989661,0.789661
Cora,2708,1742,0.005787,0.998719,0.988504,Keep original,0.989661,0.789661
Cora,2708,1743,0.476822,0.538454,0.894297,Accept refinement,0.989661,0.789661
Cora,2708,1744,0.184805,0.933919,0.9527,Accept refinement,0.989661,0.789661
Cora,2708,1745,0.013971,0.996685,0.986867,Keep original,0.989661,0.789661
Cora,2708,1746,0.114087,0.959916,0.966844,Accept refinement,0.989661,0.789661
Cora,2708,1747,0.126262,0.957325,0.964409,Accept refinement,0.989661,0.789661
Cora,2708,1748,0.058032,0.98347,0.978055,Keep original,0.989661,0.789661
Cora,2708,1749,0.067878,0.97969,0.976085,Keep original,0.989661,0.789661
Cora,2708,1750,0.017102,0.995947,0.986241,Keep original,0.989661,0.789661
Cora,2708,1751,0.099538,0.966582,0.969753,Accept refinement,0.989661,0.789661
Cora,2708,1752,0.115159,0.962575,0.966629,Accept refinement,0.989661,0.789661
Cora,2708,1753,0.03879,0.989534,0.981903,Keep original,0.989661,0.789661
Cora,2708,1754,0.09253,0.971089,0.971155,Accept refinement,0.989661,0.789661
Cora,2708,1755,0.088669,0.972368,0.971927,Keep original,0.989661,0.789661
Cora,2708,1756,0.009881,0.997826,0.987685,Keep original,0.989661,0.789661
Cora,2708,1757,0.196165,0.924081,0.950428,Accept refinement,0.989661,0.789661
Cora,2708,1758,0.087621,0.97222,0.972137,Keep original,0.989661,0.789661
Cora,2708,1759,0.32145,0.860637,0.925371,Accept refinement,0.989661,0.789661
Cora,2708,1760,0.110962,0.96425,0.967469,Accept refinement,0.989661,0.789661
Cora,2708,1761,0.354713,0.738464,0.918718,Accept refinement,0.989661,0.789661
Cora,2708,1762,0.006881,0.998536,0.988285,Keep original,0.989661,0.789661
Cora,2708,1763,0.011964,0.997181,0.987268,Keep original,0.989661,0.789661
Cora,2708,1764,0.44271,0.750984,0.901119,Accept refinement,0.989661,0.789661
Cora,2708,1765,0.001452,0.999741,0.989371,Keep original,0.989661,0.789661
Cora,2708,1766,0.084896,0.974183,0.972682,Keep original,0.989661,0.789661
Cora,2708,1767,0.329053,0.859384,0.92385,Accept refinement,0.989661,0.789661
Cora,2708,1768,0.587656,0.693865,0.87213,Accept refinement,0.989661,0.789661
Cora,2708,1769,0.347347,0.840188,0.920192,Accept refinement,0.989661,0.789661
Cora,2708,1770,0.065579,0.980326,0.976545,Keep original,0.989661,0.789661
Cora,2708,1771,0.149688,0.94785,0.959723,Accept refinement,0.989661,0.789661
Cora,2708,1772,0.011384,0.997428,0.987384,Keep original,0.989661,0.789661
Cora,2708,1773,0.054903,0.984049,0.97868,Keep original,0.989661,0.789661
Cora,2708,1774,0.277707,0.886137,0.93412,Accept refinement,0.989661,0.789661
Cora,2708,1775,0.022371,0.994442,0.985187,Keep original,0.989661,0.789661
Cora,2708,1776,0.124309,0.95271,0.964799,Accept refinement,0.989661,0.789661
Cora,2708,1777,0.057757,0.98303,0.97811,Keep original,0.989661,0.789661
Cora,2708,1778,0.02255,0.994244,0.985151,Keep original,0.989661,0.789661
Cora,2708,1779,0.038025,0.989246,0.982056,Keep original,0.989661,0.789661
Cora,2708,1780,0.035309,0.990578,0.982599,Keep original,0.989661,0.789661
Cora,2708,1781,0.061795,0.981939,0.977302,Keep original,0.989661,0.789661
Cora,2708,1782,0.024336,0.993889,0.984794,Keep original,0.989661,0.789661
Cora,2708,1783,0.329053,0.859384,0.92385,Accept refinement,0.989661,0.789661
Cora,2708,1784,0.133568,0.954594,0.962947,Accept refinement,0.989661,0.789661
Cora,2708,1785,0.553812,0.478334,0.878899,Accept refinement,0.989661,0.789661
Cora,2708,1786,0.04301,0.987989,0.981059,Keep original,0.989661,0.789661
Cora,2708,1787,0.137877,0.953219,0.962086,Accept refinement,0.989661,0.789661
Cora,2708,1788,0.378336,0.797152,0.913994,Accept refinement,0.989661,0.789661
Cora,2708,1789,0.266963,0.872949,0.936268,Accept refinement,0.989661,0.789661
Cora,2708,1790,0.415419,0.809241,0.906577,Accept refinement,0.989661,0.789661
Cora,2708,1791,0.489637,0.737326,0.891733,Accept refinement,0.989661,0.789661
Cora,2708,1792,0.764373,0.396096,0.836786,Accept refinement,0.989661,0.789661
Cora,2708,1793,0.649711,0.586201,0.859719,Accept refinement,0.989661,0.789661
Cora,2708,1794,0.575354,0.591164,0.87459,Accept refinement,0.989661,0.789661
Cora,2708,1795,0.482291,0.752519,0.893203,Accept refinement,0.989661,0.789661
Cora,2708,1796,0.779274,0.422208,0.833806,Accept refinement,0.989661,0.789661
Cora,2708,1797,0.54993,0.471298,0.879675,Accept refinement,0.989661,0.789661
Cora,2708,1798,0.141115,0.951988,0.961438,Accept refinement,0.989661,0.789661
Cora,2708,1799,0.670296,0.443732,0.855602,Accept refinement,0.989661,0.789661
Cora,2708,1800,0.662542,0.52491,0.857153,Accept refinement,0.989661,0.789661
Cora,2708,1801,0.618373,0.592359,0.865986,Accept refinement,0.989661,0.789661
Cora,2708,1802,0.244101,0.902492,0.940841,Accept refinement,0.989661,0.789661
Cora,2708,1803,0.02356,0.993856,0.984949,Keep original,0.989661,0.789661
Cora,2708,1804,0.533381,0.502968,0.882985,Accept refinement,0.989661,0.789661
Cora,2708,1805,0.126553,0.955849,0.96435,Accept refinement,0.989661,0.789661
Cora,2708,1806,0.338055,0.843625,0.92205,Accept refinement,0.989661,0.789661
Cora,2708,1807,0.381912,0.731917,0.913279,Accept refinement,0.989661,0.789661
Cora,2708,1808,0.051829,0.985207,0.979295,Keep original,0.989661,0.789661
Cora,2708,1809,0.269916,0.88769,0.935678,Accept refinement,0.989661,0.789661
Cora,2708,1810,0.000601,0.999894,0.989541,Keep original,0.989661,0.789661
Cora,2708,1811,0.029098,0.992181,0.983841,Keep original,0.989661,0.789661
Cora,2708,1812,0.302257,0.851704,0.92921,Accept refinement,0.989661,0.789661
Cora,2708,1813,0.720788,0.558887,0.845503,Accept refinement,0.989661,0.789661
Cora,2708,1814,0.297445,0.878087,0.930172,Accept refinement,0.989661,0.789661
Cora,2708,1815,0.126296,0.95549,0.964402,Accept refinement,0.989661,0.789661
Cora,2708,1816,0.590636,0.645069,0.871534,Accept refinement,0.989661,0.789661
Cora,2708,1817,0.271826,0.886394,0.935296,Accept refinement,0.989661,0.789661
Cora,2708,1818,0.218626,0.899389,0.945936,Accept refinement,0.989661,0.789661
Cora,2708,1819,0.110734,0.962987,0.967514,Accept refinement,0.989661,0.789661
Cora,2708,1820,0.229926,0.913181,0.943676,Accept refinement,0.989661,0.789661
Cora,2708,1821,0.238572,0.905642,0.941947,Accept refinement,0.989661,0.789661
Cora,2708,1822,0.029098,0.992181,0.983841,Keep original,0.989661,0.789661
Cora,2708,1823,0.235844,0.906022,0.942492,Accept refinement,0.989661,0.789661
Cora,2708,1824,0.08793,0.96998,0.972075,Accept refinement,0.989661,0.789661
Cora,2708,1825,0.204226,0.922985,0.948816,Accept refinement,0.989661,0.789661
Cora,2708,1826,0.07179,0.977278,0.975303,Keep original,0.989661,0.789661
Cora,2708,1827,0.026879,0.992903,0.984285,Keep original,0.989661,0.789661
Cora,2708,1828,0.030166,0.991656,0.983628,Keep original,0.989661,0.789661
Cora,2708,1829,0.169776,0.933149,0.955706,Accept refinement,0.989661,0.789661
Cora,2708,1830,0.384915,0.792125,0.912678,Accept refinement,0.989661,0.789661
Cora,2708,1831,0.225415,0.902999,0.944578,Accept refinement,0.989661,0.789661
Cora,2708,1832,0.541273,0.714289,0.881406,Accept refinement,0.989661,0.789661
Cora,2708,1833,0.227163,0.905651,0.944228,Accept refinement,0.989661,0.789661
Cora,2708,1834,0.286693,0.848762,0.932322,Accept refinement,0.989661,0.789661
Cora,2708,1835,0.004647,0.999018,0.988732,Keep original,0.989661,0.789661
Cora,2708,1836,0.004376,0.999056,0.988786,Keep original,0.989661,0.789661
Cora,2708,1837,0.859191,0.42497,0.817823,Accept refinement,0.989661,0.789661
Cora,2708,1838,0.018127,0.995691,0.986036,Keep original,0.989661,0.789661
